Sample.ID,Sample.ID2,Size,Diet,Diet.1,Genus,Species,Genus.modif,Species.modif,Taxon1,Taxon,Body.mass.mean,Museum.ID.2,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel-VSMOW,d.180.enamelVPDB,X.N,X.C,C.N,c.N2,commnets,analyzed.at.UNM.publication,Amino Acid 
30967-110,30967-110,Large,Herbivore,Grazer,Bison,,Bison,sp.,Bison,Bison,579255,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene (Pit #1),50000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-6.2,0.6,28.38,-2.405758299,,,0,0,,Uark,
TMM-933-209A,933-209A,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.69,-3.89,28.39,-2.4,,,0,0,,Koch.2004,
30967-321,30967-321,Large,Herbivore,Browser,Mammut,,Mammut,americanum,Mammut,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-16.98,-10.18,28.39,-2.396057661,,,0,0,,Uark,
31141-50,31141-50,Large,Herbivore,Grazer,Camelops,,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Aransas river,28.070491,-97.225472,Cluster 3,Cluster 2,,,,Pleistocene,Pre-Extinction,Extinct,,,,,,-18.1680136,-11.3680136,28.39761304,-2.388672526,,,0,0,,Uark,
SMP-60849,SMP-60849,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-8.08,-1.28,28.43,-2.36,,,0,0,,Koch.2004,
TMM-30967-708,30967-708,Large,Herbivore,Grazer,Equus,fraternus,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.59,-1.79,28.43,-2.36,,,0,0,,Koch.2004,
TMM-933-1284,933-1284,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.68,-3.88,28.49,-2.3,,,0,0,,Koch.2004,
30967-906,30967-906,Large,Herbivore,Browser,Mammut,americanum,Mammut,americanum,Mammut,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm3,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.4,-10.6,28.5,-2.289,,,0,0,,Yann et al 2016,
30967-818,30967-818,Large,Herbivore,Grazer,Mammuthus,columbi,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M3,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.1,-2.3,28.5,-2.289,,,0,0,,Yann et al 2016,
TMM-933-3285,933-3285,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-9.57,-2.77,28.51,-2.28,,,0,0,,Koch.2004,
SMP-62358,SMP-62358,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.71,-3.91,28.52,-2.27,,,0,0,,Koch.2004,
SMP-62359,SMP-62359,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.39,-3.59,28.52,-2.27,,,0,0,,Koch.2004,
TMM-40806-37,40806-37,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Bonfire Shelter,29.82,-101.55,Cluster 6,Cluster 4,,10100,,Holocene,Post-Extinction,Survivor,Post extinction herb,,,,,-7.01,-0.21,28.53,-2.26,,,0,0,,Koch.2004,
908-2386,908-2386,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",13000,,Pleistocene,Pre-Extinction,Survivor,,,,,,-9.99,-3.19,28.55,-2.242045593,,,,,,x,
30967-39,30967-39,Large,Herbivore,Grazer,Bison,,Bison,sp.,Bison,Bison,579255,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,Late Pleistocene (Pit #1),50000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-7.09,-0.29,28.55,-2.240847448,,,0,0,,Uark,
TMM-30967-1818,30967-1818,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.05,-2.25,28.55,-2.24,,,0,0,,Koch.2004,
TMM-30907-40,30907-40,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.12,-2.32,28.58,-2.21,,,0,0,,Koch.2004,
30967-899,30967-899,Large,Herbivore,Browser,Mammut,americanum,Mammut,americanum,Mammut,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-19.2,-12.4,28.6,-2.192,,,0,0,,Yann et al 2016,
30967-516,30967-516,Large,Herbivore,Browser,Odocoileus,virginianus,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-19.9,-13.1,28.6,-2.192,,,0,0,,Yann et al 2016,
SMP-61245,SMP-61245,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,10317.5,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-12.85,-6.05,28.62,-2.17,,,0,0,,Koch.2004,
MSU-1995,MSU-1995,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,MSU,Easely.Ranch,33.98,-99.85,Cluster 4,Cluster 3,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.06,-1.26,28.65,-2.14,,,0,0,,Koch.2004,
TMM-30907-10,30907-10,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.57,-2.77,28.68,-2.11,,,0,0,,Koch.2004,
SMP-60124,SMP-60124,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.26,-6.46,28.69,-2.11,,,0,0,,Koch.2004,
40685-814,40685-814,Large,Herbivore,Grazer,Camelops,hesternus,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Zesch Cave,30.75,-99.25,Cluster 5,Cluster 4,Pleistocene,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.99,-0.19,28.7,-2.095337873,,,0,0,,Uark,
30967-642,30967-642,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M2,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.6,-2.8,28.7,-2.095,,,0,0,,Yann et al 2016,
30967-2142,30967-2142,Large,Herbivore,Grazer,Camelops,,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-6.25,0.55,28.71,-2.083771453,,,0,0,,Uark,
TMM-30907-13,30907-13,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-8.66,-1.86,28.72,-2.08,,,0,0,,Koch.2004,
TMM-43067-37,43067-37,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Congress Avenue,30.25,-97.75,Cluster 1,Cluster 4,,17220,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.78,-0.98,28.72,-2.08,,,0,0,,Koch.2004,
TMM-30967-1642,30967-1642,Large,Herbivore,Grazer,Equus,complicatus,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.58,-2.78,28.74,-2.06,,,0,0,,Koch.2004,
SMP-60731,SMP-60731,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,10317.5,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-13.11,-6.31,28.83,-1.97,,,0,0,,Koch.2004,
40450-280,40450-280,Large,Herbivore,Grazer,Bison,,Bison,sp.,Bison,Bison,579255,TMM,Cave Without A Name,29.88,-98.62,Cluster 5,Cluster 4,Late Pleistocene,13000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-10.93,-4.13,28.89,-1.911025745,,,0,0,,Uark,
41CM3-139,41CM3-139,Large,Herbivore,,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Wunderlich Site,29.92,-98.35,,Cluster 4,Mid-Holocene,4600,,Holocene,Post-Extinction,Survivor,,,,,,-16.23,-9.43,28.89,-1.907024116,,,,,,x,
TMM-933-2015,933-2015,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.19,-1.39,28.91,-1.89,,,0,0,,Koch.2004,
TMM-30967-1487,30967-1487,Large,Herbivore,Grazer,Equus,pacificus,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.52,-0.72,28.97,-1.83,,,0,0,,Koch.2004,
TMM-933-3390,933-3390,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-6.49,0.31,28.99,-1.81,,,0,0,,Koch.2004,
TMM-30967-36,30967-36,Large,Herbivore,Grazer,Equus,fraternus,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.78,-0.98,28.99,-1.81,,,0,0,,Koch.2004,
TMM-30967-312,30967-312,Large,Herbivore,Grazer,Equus,complicatus,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.95,-2.15,29,-1.8,,,0,0,,Koch.2004,
30967-76,-814,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.8,-1,29,-1.804,,,0,0,,Yann et al 2016,
30967-487,30967-487,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,LP4,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.5,-0.7,29,-1.804,,,0,0,,Yann et al 2016,
30967-980,30967-980,Large,Herbivore,Browser,Mammut,americanum,Mammut,americanum,Mammut,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,rm2,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.2,-11.4,29,-1.804,,,0,0,,Yann et al 2016,
1295-30,1295-30,Large,Herbivore,Grazer,Camelops,,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Clamp Cave,31.12,-98.75,Cluster 5,Cluster 4,Pleistocene - Rancholabrean,13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.75,-2.95,29.04,-1.765516171,,,0,0,,Uark,
908-2377,908-2377,Large,Herbivore,Grazer,Mammuthus,,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",13000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.58,-1.78,29.04,-1.765516171,,,0,0,,Uark,
TMM-933-358,933-358,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.16,-1.36,29.05,-1.76,,,0,0,,Koch.2004,
TMM-933-3525,933-3525,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-8.78,-1.98,29.06,-1.75,,,0,0,,Koch.2004,
SMP-70153,SMP-70153,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.13,-2.33,29.06,-1.75,,,0,0,,Koch.2004,
MSU-7391,MSU-7391,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,MSU,Schulze Cave ,30.25,-99.87,Cluster 5,Cluster 4,Level.C2,9310,,Holocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.99,-4.19,29.08,-1.73,,,0,0,,Koch.2004,
TMM-30967-376A,30967-376A,Large,Herbivore,Grazer,Equus,pacificus,Equus,sp.,Equus,Equus,400000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.17,-1.37,29.1,-1.71,,,0,0,,Koch.2004,
SMNH-WACO-F,SMNH-WACO-F,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.08,-3.28,29.1,-1.71,,,0,0,,Koch.2004,
SMNH-WACO-E,SMNH-WACO-E,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.88,-3.08,29.11,-1.7,,,0,0,,Koch.2004,
908-2354,908-2354,Large,Carnivore,NA,Canis,dirus,Canis,dirus,Canis dirus,Canis dirus,65000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-B & A-G, 1-2 & 2-3",,13000,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,,,,,-8.52,-4.22,29.12,-1.687911065,,,0,0,,Uark,
SMP-60345,SMP-60345,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMP,Moore.Pit,32.733333,-96.733333,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9,-2.2,29.12,-1.69,,,0,0,,Koch.2004,
TMM-933-1506,933-1506,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.01,-1.21,29.17,-1.64,,,0,0,,Koch.2004,
TMM-933-2243,933-2243,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.85,-1.05,29.19,-1.62,,,0,0,,Koch.2004,
30967-915,30967-915,Large,Herbivore,Grazer,Camelops,sp.,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,LM2,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.8,-12,29.2,-1.61,,,0,0,,Yann et al 2016,
30967-766,30967-766,Large,Herbivore,Browser,Mammut,americanum,Mammut,americanum,Mammut,Mammut,7800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,lm2,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.6,-10.8,29.2,-1.61,,,0,0,,Yann et al 2016,
30967-500,30967-500,Large,Herbivore,Grazer,Palaeolama,mirifica,Palaeolama,mirifica,Palaeolama,Palaeolama,223000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,lm3,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.4,-10.6,29.2,-1.61,,,0,0,,Yann et al 2016,
MSU-2000,MSU-2000,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,MSU,Easely.Ranch,33.98,-99.85,Cluster 4,Cluster 3,,30000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.93,-3.13,29.22,-1.59,,,0,0,,Koch.2004,
SMNH-WACO-Q,SMNH-WACO-Q,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMNH,Waco Mammoth Site,31.6,-97.183333,Cluster 1,Cluster 1,,28000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.09,-3.29,29.25,-1.56,,,0,0,,Koch.2004,
31141-49,31141-49,Large,Herbivore,Grazer,Bison,,Bison,sp.,Bison,Bison,46083,TMM,Aransas river,28.070491,-97.225472,Cluster 3,Cluster 2,,,,Pleistocene,Pre-Extinction,Survivor,,,,,,-10.91553865,-4.11553865,29.25960752,-1.552482859,,,0,0,,Uark,
908-2396,908-2396,Large,Herbivore,Grazer,Bison,,Bison,sp.,Bison,Bison,579255,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square B-C, 2-3",13000,,Pleistocene,Pre-Extinction,Survivor,,,,,,-6.55380295,0.24619705,29.2650592,-1.547194381,,,0,0,,Uark,
30967-107,30967-107,Large,Herbivore,,Odocoileus,virginianus,Odocoileus,virginianus,Odocoileus,Odocoileus,55509,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,RM2,50000,,Pleistocene,Pre-Extinction,Survivor,,,,,,-18.92,-12.12,29.28,-1.530394816,,,,,,x,
TMM-933-928,933-928,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.89,-2.09,29.29,-1.52,,,0,0,,Koch.2004,
TMM-937-E6,937-E6,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Blackwater Draw,34.23,-103.42,Cluster 4,Cluster 3,,15000,really rough estimate estimate since it is reported to be Post-LGM,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.06,-0.26,29.29,-1.52,,,0,0,,Koch.2004,
30967-77,30967-77,Large,Herbivore,Grazer,Camelops,sp.,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M3,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.8,-2,29.3,-1.513,,,0,0,,Yann et al 2016,
30967-219,30967-219,Large,Herbivore,NA,Cuvieronius,sp.,Cuvieronius,sp.,NA,NA,NA,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,molar,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-14.2,-7.4,29.3,-1.513,,,0,0,,Yann et al 2016,
TMM-933-1507,933-1507,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-10.15,-3.35,29.32,-1.49,,,0,0,,Koch.2004,
30967-1613,30967-1613,Large,Carnivore,NA,Panthera,leo atrox,Panthera,leo atrox,Panthera,Panthera leo,433200,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,"see lundelius 1972, p22, Fig 13a",50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction carn,,,,,-12.62,-8.32,29.32,-1.493898299,,,0,0,,Uark,
TMM-30967-2473,30967-2473,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-7.52,-0.72,29.36,-1.46,,,0,0,,Koch.2004,
30967-1273,30967-1273,Large,Herbivore,Grazer,Mammuthus,,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.53,-1.73,29.37,-1.445395107,,,0,0,,Uark,
TMM-933-3002,933-3002,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,used mid-point age,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-7.9,-1.1,29.4,-1.42,,,0,0,,Koch.2004,
30967-473,30967-473,Large,Herbivore,Grazer,Bison,antiquus,Bison,antiguus,Bison antiguus,Bison antiguus,579255,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,M3,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-7.5,-0.7,29.4,-1.416,,,0,0,,Yann et al 2016,
30967-176,30967-176,Large,Herbivore,Browser,Tapirus,veroensis,Tapirus,veroensis,Tapirus,Tapirus,275000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,fragment,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.4,-11.6,29.4,-1.416,,,0,0,,Yann et al 2016,
SMP-61244,SMP-61244,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,10317.5,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.14,-1.34,29.41,-1.41,,,0,0,,Koch.2004,
TMM-30907-33,30907-33,Large,Herbivore,Grazer,Bison,sp.,Bison,sp.,Bison,Bison,579255,TMM,Leo.Boatright.Pit,32.12,-96,Cluster 2,Cluster 1,,30000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction herb,,,,,-7.28,-0.48,29.49,-1.33,,,0,0,,Koch.2004,
SMP-61245,SMP-61245,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,SMP,Ben Franklin,33.37,-95.75,Cluster 2,Cluster 1,,10317.5,used mid-point age,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-8.07,-1.27,29.49,-1.33,,,0,0,,Koch.2004,
30967-290,30967-290,Large,Herbivore,Grazer,Camelops,sp.,Camelops,hesternus,Camelops,Camelops,1100000,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,?LM,50000,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-17.7,-10.9,29.5,-1.319,,,0,0,,Yann et al 2016,
TMM-40806-433,40806-433,Large,Herbivore,Grazer,Mammuthus,sp.,Mammuthus,sp.,Mammuthus,Mammuthus,10800000,TMM,Bonfire Shelter,29.82,-101.55,Cluster 6,Cluster 4,,10100,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-9.64,-2.84,29.5,-1.32,,,0,0,,Koch.2004,
30967-305,30967-305,Large,Herbivore,,Odocoileus,virginianus,Odocoileus,virginianus,Odocoileus,Odocoileus,55509,TMM,Ingleside,27.87,-97.2,Cluster 3,Cluster 2,RM2,50000,,Pleistocene,Pre-Extinction,Survivor,,,,,,-18.32,-11.52,29.54,-1.280944144,,,,,,x,
SMP-60382ms,SMP-60382ms,Large,Herbivore,Grazer,Equus,sp.,Equus,sp.,Equus,Equus,400000,SMP,Clear Creek,33.25,-97,Cluster 2,Cluster 1,,28840,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-12.68,-5.88,29.55,-1.27,,,0,0,,Koch.2004,
31141-63,31141-63,Large,Herbivore,Browser,Capromeryx,,Capromeryx,sp.,Capromeryx,Capromeryx,10000,TMM,Aransas river,28.070491,-97.225472,Cluster 3,Cluster 2,,,,Pleistocene,Pre-Extinction,Extinct,Pre extinction herb,,,,,-18.64,-11.84,29.56,-1.261082979,,,0,0,,Uark,
